cond,couple,dataset,frames,input,maskdistill,rel_rot,rel_tdir,rkd_sh_a,rkd_sh_d,scene,state
m0,2.588624283816898e-07,scannetpp,9+20+42+31+76+54+110+65,probe0,0.12628144025802612,0.000724612909834832,0.0006064176559448242,0.0003116183797828853,1.7281279724556953e-05,7bc286c1b6,theta_base
m1,4.9111022804027016e-08,scannetpp,9+20+42+31+76+54+110+65,probe0,0.12170606851577759,0.001256817253306508,0.0007345875492319465,5.534370939130895e-05,4.7673540393589064e-05,7bc286c1b6,theta_base
m2,6.930828385520726e-05,scannetpp,9+20+42+31+76+54+110+65,probe0,0.12584879994392395,0.0006522547919303179,0.00015189251280389726,5.496067751664668e-05,2.3842610971769318e-05,7bc286c1b6,theta_base
m3,2.9487306164810434e-05,scannetpp,9+20+42+31+76+54+110+65,probe0,0.12350255995988846,0.001063233707100153,0.0004886289825662971,1.1336631359881721e-05,9.08368565433193e-06,7bc286c1b6,theta_base
clean,6.351576303131878e-06,scannetpp,6+18+40+29+74+51+108+63,probe1,0.013402855023741722,0.0001365355565212667,7.218122482299805e-05,4.978609649697319e-05,3.241385638830252e-05,7bc286c1b6,theta_base
m0,4.210374299873365e-06,scannetpp,6+18+40+29+74+51+108+63,probe1,0.12700970470905304,0.0009723537368699908,0.00048605602933093905,0.00017509532335679978,2.6406041797599755e-05,7bc286c1b6,theta_base
m1,3.4816279367078096e-05,scannetpp,6+18+40+29+74+51+108+63,probe1,0.13106068968772888,0.0005480846157297492,0.00018778443336486816,2.0400744688231498e-05,3.0262497148214607e-06,7bc286c1b6,theta_base
m2,9.593610172942135e-08,scannetpp,6+18+40+29+74+51+108+63,probe1,0.13264502584934235,0.0004630807088688016,0.0007242063875310123,5.084513031761162e-05,4.5127642806619406e-05,7bc286c1b6,theta_base
m3,2.5099590857280418e-05,scannetpp,6+18+40+29+74+51+108+63,probe1,0.13107317686080933,0.00046839716378599405,0.00020182132720947266,0.00022428912052419037,7.921835640445352e-05,7bc286c1b6,theta_base
clean,5.405340289144078e-06,scannetpp,9+20+42+31+76+54+110+65,probe0,0.010091875679790974,4.9750986363505945e-05,2.745787423918955e-05,2.192311512771994e-05,1.0160241572521045e-06,7bc286c1b6,theta_rel
m0,9.654630957811605e-06,scannetpp,9+20+42+31+76+54+110+65,probe0,0.12937374413013458,0.0008248809026554227,0.00025807818747125566,9.116817818721756e-05,5.859369593963493e-06,7bc286c1b6,theta_rel
m1,4.025415876185434e-07,scannetpp,9+20+42+31+76+54+110+65,probe0,0.12496936321258545,0.0013013738207519054,0.00032879909849725664,6.606985698454082e-05,5.4423726396635175e-05,7bc286c1b6,theta_rel
m2,0.0001039031267282553,scannetpp,9+20+42+31+76+54+110+65,probe0,0.1290082484483719,0.0007409105310216546,6.959836173336953e-05,7.33674387447536e-05,2.6391084247734398e-05,7bc286c1b6,theta_rel
m3,1.9886876543750986e-05,scannetpp,9+20+42+31+76+54+110+65,probe0,0.1264454573392868,0.0006897703278809786,0.0002500911650713533,3.442527668084949e-05,5.4131860451889224e-06,7bc286c1b6,theta_rel
clean,7.757537787256297e-06,scannetpp,6+18+40+29+74+51+108+63,probe1,0.013069081120193005,0.00017876620404422283,6.482999015133828e-05,4.2939056584145874e-05,2.4043305529630743e-05,7bc286c1b6,theta_rel
m0,1.3153199688531458e-05,scannetpp,6+18+40+29+74+51+108+63,probe1,0.13017551600933075,0.001137258717790246,0.0006151596899144351,0.0002350382274016738,3.162536449963227e-05,7bc286c1b6,theta_rel
m1,2.227645381935872e-05,scannetpp,6+18+40+29+74+51+108+63,probe1,0.1345296949148178,0.00047242105938494205,8.066495502134785e-05,8.757406249060296e-07,2.695203420444159e-06,7bc286c1b6,theta_rel
