after,before,branch,component,dataset,delta,eval_where,grad_norm_preclip,scene,state,update_input
0.02103431150317192,0.023485779762268066,base+R,rel_tdir,7scenes,-0.0024514682590961456,after_on_input,1.8146458864212036,office,theta_base,pair5/m0
0.0364757739007473,0.03657449781894684,base+R,maskdistill,7scenes,-9.872391819953918e-05,after_on_probe0_clean,1.8146458864212036,office,theta_base,pair5/m0
0.02690694108605385,0.026841487735509872,base+R,rkd_sh_d,7scenes,6.545335054397583e-05,after_on_probe0_clean,1.8146458864212036,office,theta_base,pair5/m0
0.03011646680533886,0.03013448789715767,base+R,rkd_sh_a,7scenes,-1.802109181880951e-05,after_on_probe0_clean,1.8146458864212036,office,theta_base,pair5/m0
0.00579002033919096,0.005755584221333265,base+R,couple,7scenes,3.4436117857694626e-05,after_on_probe0_clean,1.8146458864212036,office,theta_base,pair5/m0
0.0009640668286010623,0.0011266273213550448,base+R,rel_rot,7scenes,-0.00016256049275398254,after_on_probe0_clean,1.8146458864212036,office,theta_base,pair5/m0
0.1409265547990799,0.1435549557209015,base+R,rel_tdir,7scenes,-0.0026284009218215942,after_on_probe0_clean,1.8146458864212036,office,theta_base,pair5/m0
0.21060499548912048,0.21208614110946655,base+t,maskdistill,7scenes,-0.0014811456203460693,after_on_input,1.3419936895370483,office,theta_base,pair5/m0
0.008464258164167404,0.011083809658885002,base+t,rkd_sh_d,7scenes,-0.002619551494717598,after_on_input,1.3419936895370483,office,theta_base,pair5/m0
0.020272385329008102,0.023374103009700775,base+t,rkd_sh_a,7scenes,-0.0031017176806926727,after_on_input,1.3419936895370483,office,theta_base,pair5/m0
0.003966299816966057,0.005270207300782204,base+t,couple,7scenes,-0.0013039074838161469,after_on_input,1.3419936895370483,office,theta_base,pair5/m0
0.030306590721011162,0.03869490325450897,base+t,rel_rot,7scenes,-0.00838831253349781,after_on_input,1.3419936895370483,office,theta_base,pair5/m0
0.020733516663312912,0.023485779762268066,base+t,rel_tdir,7scenes,-0.0027522630989551544,after_on_input,1.3419936895370483,office,theta_base,pair5/m0
0.036519214510917664,0.03657449781894684,base+t,maskdistill,7scenes,-5.5283308029174805e-05,after_on_probe0_clean,1.3419936895370483,office,theta_base,pair5/m0
0.026912208646535873,0.026841487735509872,base+t,rkd_sh_d,7scenes,7.072091102600098e-05,after_on_probe0_clean,1.3419936895370483,office,theta_base,pair5/m0
0.030019160360097885,0.03013448789715767,base+t,rkd_sh_a,7scenes,-0.00011532753705978394,after_on_probe0_clean,1.3419936895370483,office,theta_base,pair5/m0
0.005643538665026426,0.005755584221333265,base+t,couple,7scenes,-0.00011204555630683899,after_on_probe0_clean,1.3419936895370483,office,theta_base,pair5/m0
0.0011104370933026075,0.0011266273213550448,base+t,rel_rot,7scenes,-1.6190228052437305e-05,after_on_probe0_clean,1.3419936895370483,office,theta_base,pair5/m0
0.142689049243927,0.1435549557209015,base+t,rel_tdir,7scenes,-0.0008659064769744873,after_on_probe0_clean,1.3419936895370483,office,theta_base,pair5/m0
0.21036438643932343,0.21208614110946655,base+R+t,maskdistill,7scenes,-0.0017217546701431274,after_on_input,2.08984375,office,theta_base,pair5/m0
0.008148464374244213,0.011083809658885002,base+R+t,rkd_sh_d,7scenes,-0.002935345284640789,after_on_input,2.08984375,office,theta_base,pair5/m0
0.019055267795920372,0.023374103009700775,base+R+t,rkd_sh_a,7scenes,-0.004318835213780403,after_on_input,2.08984375,office,theta_base,pair5/m0
0.0039243088103830814,0.005270207300782204,base+R+t,couple,7scenes,-0.0013458984903991222,after_on_input,2.08984375,office,theta_base,pair5/m0
0.02935906872153282,0.03869490325450897,base+R+t,rel_rot,7scenes,-0.00933583453297615,after_on_input,2.08984375,office,theta_base,pair5/m0
0.01907023787498474,0.023485779762268066,base+R+t,rel_tdir,7scenes,-0.004415541887283325,after_on_input,2.08984375,office,theta_base,pair5/m0
0.03655398637056351,0.03657449781894684,base+R+t,maskdistill,7scenes,-2.05114483833313e-05,after_on_probe0_clean,2.08984375,office,theta_base,pair5/m0
0.02691061794757843,0.026841487735509872,base+R+t,rkd_sh_d,7scenes,6.913021206855774e-05,after_on_probe0_clean,2.08984375,office,theta_base,pair5/m0
0.03013600967824459,0.03013448789715767,base+R+t,rkd_sh_a,7scenes,1.521781086921692e-06,after_on_probe0_clean,2.08984375,office,theta_base,pair5/m0
